,cause,effect,start,end,duration
4850,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13065,13065,1
4851,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13066,13066,1
4852,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13067,13069,3
4853,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13070,13071,2
4854,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13072,13072,1
4855,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13073,13073,1
4856,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13074,13080,7
4857,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13081,13081,1
4858,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13082,13085,4
4859,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13086,13086,1
4860,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13087,13087,1
4861,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13088,13088,1
4862,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13089,13091,3
4863,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13092,13092,1
4864,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13093,13095,3
4865,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13096,13097,2
4866,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13098,13098,1
4867,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13099,13099,1
4868,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13100,13101,2
4869,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_2,13102,13102,1
4870,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13103,13103,1
4871,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_1,13104,13104,1
4872,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13105,13105,1
4873,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,13106,13106,1
4874,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13107,13108,2
4875,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_1,13109,13109,1
4876,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13110,13111,2
4877,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13112,13112,1
4878,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13113,13113,1
4879,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13114,13117,4
4880,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13118,13120,3
4881,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13121,13123,3
4882,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13124,13149,26
4883,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,13150,13151,2
4884,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13152,13153,2
4885,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_2,13154,13154,1
4886,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13155,13155,1
4887,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13156,13156,1
4888,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,13157,13159,3
4889,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13160,13160,1
4890,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,13161,13161,1
4891,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13162,13163,2
4892,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,13164,13165,2
4893,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13166,13169,4
4894,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13170,13170,1
4895,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_2,13171,13171,1
4896,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13172,13173,2
4897,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13174,13174,1
4898,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,13175,13175,1
4899,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13176,13176,1
4900,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13177,13177,1
4901,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_2,13178,13178,1
4902,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13179,13179,1
4903,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_2,13180,13180,1
4904,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13181,13187,7
4905,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,13188,13189,2
4906,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13190,13193,4
4907,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,13194,13194,1
4908,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13195,13195,1
4909,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,13196,13197,2
4910,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,13198,13199,2
4911,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_0,13200,13201,2
4912,"TEMP_2, PRES_0, DEWP_2, RAIN_2, WSPM_1",PM10_0,13202,13202,1
4913,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,13203,13203,1
4914,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_0,13204,13207,4
4915,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,13208,13209,2
4916,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_0,13210,13211,2
4917,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,13212,13212,1
4918,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_0,13213,13213,1
4919,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,13214,13215,2
4920,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13216,13233,18
4921,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13234,13239,6
4922,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13240,13242,3
4923,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13243,13243,1
4924,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13244,13244,1
4925,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13245,13246,2
4926,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_1,13247,13247,1
4927,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13248,13248,1
4928,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13249,13249,1
4929,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13250,13250,1
4930,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13251,13251,1
4931,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_3,13252,13252,1
4932,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13253,13257,5
4933,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13258,13258,1
4934,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13259,13259,1
4935,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13260,13260,1
4936,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13261,13261,1
4937,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13262,13262,1
4938,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13263,13263,1
4939,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13264,13264,1
4940,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13265,13266,2
4941,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13267,13267,1
4942,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13268,13269,2
4943,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13270,13270,1
4944,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_3,13271,13271,1
4945,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13272,13282,11
4946,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13283,13284,2
4947,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13285,13286,2
4948,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13287,13289,3
4949,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,13290,13290,1
4950,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13291,13312,22
4951,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13313,13314,2
4952,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13315,13322,8
4953,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,13323,13323,1
4954,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13324,13331,8
4955,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13332,13334,3
4956,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,13335,13335,1
4957,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13336,13339,4
4958,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,13340,13340,1
4959,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13341,13342,2
4960,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13343,13344,2
4961,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13345,13361,17
4962,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13362,13363,2
4963,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13364,13364,1
4964,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13365,13365,1
4965,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13366,13367,2
4966,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13368,13372,5
4967,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13373,13373,1
4968,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13374,13374,1
4969,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13375,13376,2
4970,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13377,13378,2
4971,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13379,13380,2
4972,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13381,13383,3
4973,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13384,13384,1
4974,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13385,13385,1
4975,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13386,13386,1
4976,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,13387,13387,1
4977,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13388,13391,4
4978,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13392,13395,4
4979,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13396,13403,8
4980,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13404,13405,2
4981,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13406,13407,2
4982,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13408,13409,2
4983,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_2,13410,13410,1
4984,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_3,13411,13411,1
4985,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13412,13417,6
4986,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13418,13419,2
4987,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13420,13432,13
4988,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13433,13433,1
4989,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13434,13434,1
4990,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13435,13435,1
4991,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13436,13437,2
4992,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_3,13438,13438,1
4993,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13439,13441,3
4994,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,13442,13442,1
4995,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13443,13443,1
4996,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13444,13444,1
4997,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13445,13451,7
4998,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13452,13452,1
4999,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13453,13453,1
5000,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13454,13455,2
5001,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13456,13457,2
5002,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13458,13458,1
5003,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13459,13463,5
5004,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,13464,13464,1
5005,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13465,13465,1
5006,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,13466,13466,1
5007,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13467,13467,1
5008,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_1,13468,13468,1
5009,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13469,13469,1
5010,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13470,13472,3
5011,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13473,13473,1
5012,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13474,13475,2
5013,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13476,13476,1
5014,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13477,13478,2
5015,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13479,13479,1
5016,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13480,13480,1
5017,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13481,13481,1
5018,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13482,13482,1
5019,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13483,13485,3
5020,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13486,13488,3
5021,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13489,13489,1
5022,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13490,13495,6
5023,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,13496,13497,2
5024,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13498,13499,2
5025,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,13500,13505,6
5026,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_0,13506,13506,1
5027,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,13507,13507,1
5028,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,13508,13513,6
5029,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13514,13515,2
5030,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,13516,13518,3
5031,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13519,13519,1
5032,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,13520,13524,5
5033,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13525,13529,5
5034,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13530,13532,3
5035,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13533,13533,1
5036,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13534,13534,1
5037,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13535,13538,4
5038,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,13539,13540,2
5039,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13541,13541,1
5040,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13542,13542,1
5041,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13543,13543,1
5042,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13544,13545,2
5043,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,13546,13546,1
5044,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13547,13549,3
5045,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13550,13550,1
5046,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,13551,13559,9
5047,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,13560,13564,5
5048,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13565,13565,1
5049,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,13566,13569,4
5050,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13570,13570,1
5051,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,13571,13574,4
5052,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13575,13576,2
5053,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13577,13579,3
5054,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13580,13582,3
5055,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_2,13583,13583,1
5056,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13584,13584,1
5057,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_2,13585,13586,2
5058,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,13587,13590,4
5059,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_3,13591,13592,2
5060,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,13593,13594,2
5061,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13595,13597,3
5062,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13598,13600,3
5063,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,13601,13601,1
5064,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13602,13603,2
5065,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13604,13604,1
5066,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13605,13605,1
5067,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13606,13606,1
5068,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13607,13607,1
5069,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,13608,13608,1
5070,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,13609,13611,3
5071,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,13612,13612,1
5072,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13613,13621,9
5073,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13622,13623,2
5074,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,13624,13625,2
5075,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13626,13626,1
5076,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,13627,13627,1
5077,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_3,13628,13628,1
5078,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_3,13629,13629,1
5079,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13630,13631,2
5080,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_3,13632,13632,1
5081,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13633,13661,29
5082,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13662,13662,1
5083,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,13663,13663,1
5084,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_1,13664,13664,1
5085,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,13665,13665,1
5086,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,13666,13666,1
5087,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,13667,13667,1
5088,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13668,13674,7
5089,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_3,13675,13676,2
5090,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,13677,13678,2
5091,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_1,13679,13679,1
5092,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,13680,13682,3
5093,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_1,13683,13686,4
5094,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,13687,13687,1
5095,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_3,13688,13693,6
5096,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,13694,13697,4
5097,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_3,13698,13701,4
5098,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,13702,13702,1
5099,"TEMP_2, PRES_1, DEWP_1, RAIN_1, WSPM_1",PM10_3,13703,13703,1
5100,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_3,13704,13704,1
5101,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,13705,13706,2
5102,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13707,13707,1
5103,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_1,13708,13709,2
5104,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_0,13710,13711,2
5105,"TEMP_2, PRES_1, DEWP_1, RAIN_1, WSPM_1",PM10_0,13712,13712,1
5106,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_0,13713,13716,4
5107,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_0,13717,13717,1
5108,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13718,13719,2
5109,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_0,13720,13722,3
5110,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13723,13725,3
5111,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_0,13726,13730,5
5112,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13731,13732,2
5113,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_0,13733,13733,1
5114,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13734,13734,1
5115,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_0,13735,13737,3
5116,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,13738,13745,8
5117,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,13746,13747,2
