,cause,effect,start,end,duration
4831,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14665,14674,10
4832,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14675,14677,3
4833,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,14678,14678,1
4834,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14679,14684,6
4835,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14685,14691,7
4836,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,14692,14692,1
4837,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14693,14696,4
4838,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14697,14697,1
4839,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14698,14700,3
4840,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14701,14701,1
4841,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14702,14702,1
4842,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14703,14703,1
4843,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14704,14704,1
4844,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14705,14705,1
4845,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14706,14706,1
4846,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14707,14707,1
4847,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14708,14708,1
4848,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14709,14710,2
4849,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14711,14712,2
4850,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14713,14713,1
4851,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,14714,14714,1
4852,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14715,14716,2
4853,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14717,14717,1
4854,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14718,14720,3
4855,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14721,14721,1
4856,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14722,14722,1
4857,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14723,14723,1
4858,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14724,14729,6
4859,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,14730,14731,2
4860,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14732,14732,1
4861,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,14733,14733,1
4862,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14734,14734,1
4863,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14735,14739,5
4864,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,14740,14740,1
4865,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14741,14742,2
4866,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14743,14743,1
4867,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14744,14744,1
4868,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14745,14746,2
4869,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14747,14748,2
4870,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14749,14750,2
4871,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14751,14753,3
4872,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14754,14754,1
4873,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14755,14755,1
4874,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14756,14761,6
4875,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14762,14771,10
4876,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14772,14776,5
4877,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14777,14783,7
4878,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,14784,14784,1
4879,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14785,14787,3
4880,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14788,14792,5
4881,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14793,14794,2
4882,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14795,14796,2
4883,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14797,14802,6
4884,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14803,14804,2
4885,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14805,14807,3
4886,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14808,14808,1
4887,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,14809,14809,1
4888,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14810,14810,1
4889,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14811,14811,1
4890,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,14812,14812,1
4891,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,14813,14814,2
4892,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14815,14815,1
4893,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14816,14816,1
4894,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14817,14820,4
4895,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14821,14822,2
4896,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14823,14823,1
4897,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14824,14824,1
4898,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14825,14825,1
4899,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14826,14826,1
4900,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14827,14831,5
4901,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14832,14832,1
4902,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14833,14836,4
4903,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14837,14837,1
4904,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14838,14838,1
4905,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14839,14839,1
4906,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14840,14842,3
4907,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14843,14846,4
4908,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14847,14847,1
4909,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14848,14849,2
4910,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14850,14850,1
4911,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14851,14851,1
4912,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14852,14853,2
4913,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14854,14856,3
4914,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,14857,14857,1
4915,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14858,14859,2
4916,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14860,14860,1
4917,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14861,14864,4
4918,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14865,14865,1
4919,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14866,14866,1
4920,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14867,14869,3
4921,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14870,14871,2
4922,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14872,14873,2
4923,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,14874,14874,1
4924,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14875,14876,2
4925,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,14877,14877,1
4926,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14878,14879,2
4927,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14880,14880,1
4928,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14881,14881,1
4929,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14882,14882,1
4930,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14883,14884,2
4931,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14885,14887,3
4932,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14888,14888,1
4933,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14889,14889,1
4934,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14890,14891,2
4935,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,14892,14892,1
4936,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,14893,14893,1
4937,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14894,14894,1
4938,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14895,14895,1
4939,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14896,14896,1
4940,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14897,14897,1
4941,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14898,14900,3
4942,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,14901,14902,2
4943,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14903,14905,3
4944,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,14906,14906,1
4945,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14907,14913,7
4946,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,14914,14915,2
4947,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14916,14916,1
4948,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,14917,14921,5
4949,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14922,14929,8
4950,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14930,14935,6
4951,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14936,14937,2
4952,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14938,14938,1
4953,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14939,14940,2
4954,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14941,14944,4
4955,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14945,14949,5
4956,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14950,14950,1
4957,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14951,14953,3
4958,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14954,14954,1
4959,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14955,14956,2
4960,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14957,14958,2
4961,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,14959,14959,1
4962,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14960,14964,5
4963,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14965,14968,4
4964,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14969,14971,3
4965,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14972,14972,1
4966,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,14973,14976,4
4967,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14977,14982,6
4968,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14983,14983,1
4969,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,14984,14985,2
4970,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,14986,14987,2
4971,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,14988,15006,19
4972,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15007,15007,1
4973,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15008,15009,2
4974,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15010,15010,1
4975,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15011,15013,3
4976,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15014,15015,2
4977,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15016,15036,21
4978,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15037,15040,4
4979,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,15041,15041,1
4980,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15042,15042,1
4981,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15043,15045,3
4982,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15046,15049,4
4983,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15050,15050,1
4984,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,15051,15051,1
4985,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15052,15052,1
4986,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15053,15053,1
4987,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15054,15055,2
4988,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15056,15059,4
4989,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15060,15060,1
4990,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15061,15064,4
4991,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15065,15065,1
4992,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,15066,15066,1
4993,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15067,15075,9
4994,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15076,15078,3
4995,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15079,15091,13
4996,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15092,15093,2
4997,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15094,15094,1
4998,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15095,15095,1
4999,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15096,15098,3
5000,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15099,15100,2
5001,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15101,15101,1
5002,"TEMP_0, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15102,15103,2
5003,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15104,15104,1
5004,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15105,15107,3
5005,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15108,15111,4
5006,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15112,15113,2
5007,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15114,15114,1
5008,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15115,15115,1
5009,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15116,15116,1
5010,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15117,15119,3
5011,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15120,15122,3
5012,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15123,15123,1
5013,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15124,15124,1
5014,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15125,15127,3
5015,"TEMP_0, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15128,15128,1
5016,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15129,15131,3
5017,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15132,15132,1
5018,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15133,15133,1
5019,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15134,15134,1
5020,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15135,15135,1
5021,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15136,15136,1
5022,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15137,15137,1
5023,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15138,15139,2
5024,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15140,15140,1
5025,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15141,15149,9
5026,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15150,15150,1
5027,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15151,15151,1
5028,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15152,15152,1
5029,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15153,15162,10
5030,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15163,15163,1
5031,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15164,15164,1
5032,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15165,15169,5
5033,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15170,15170,1
5034,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15171,15172,2
5035,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,15173,15173,1
5036,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15174,15174,1
5037,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15175,15175,1
5038,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15176,15177,2
5039,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15178,15178,1
5040,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15179,15179,1
5041,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15180,15193,14
5042,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15194,15196,3
5043,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15197,15197,1
5044,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15198,15198,1
5045,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15199,15211,13
5046,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15212,15212,1
5047,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15213,15213,1
5048,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15214,15216,3
5049,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15217,15219,3
5050,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15220,15220,1
5051,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15221,15224,4
5052,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15225,15230,6
5053,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15231,15233,3
5054,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15234,15234,1
5055,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15235,15235,1
5056,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15236,15236,1
5057,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15237,15238,2
5058,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15239,15239,1
5059,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15240,15242,3
5060,"TEMP_0, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15243,15248,6
5061,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15249,15249,1
5062,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15250,15250,1
5063,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15251,15257,7
5064,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15258,15268,11
5065,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15269,15292,24
5066,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15293,15294,2
5067,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,15295,15295,1
5068,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15296,15299,4
5069,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15300,15300,1
5070,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,15301,15301,1
5071,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15302,15302,1
5072,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,15303,15305,3
5073,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15306,15306,1
5074,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15307,15307,1
5075,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15308,15314,7
5076,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,15315,15315,1
5077,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,15316,15343,28
5078,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15344,15348,5
5079,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,15349,15352,4
5080,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15353,15354,2
5081,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,15355,15356,2
5082,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_3",PM2.5_0,15357,15357,1
5083,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,15358,15360,3
5084,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15361,15361,1
5085,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,15362,15365,4
5086,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15366,15368,3
5087,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,15369,15370,2
5088,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,15371,15371,1
5089,"TEMP_0, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,15372,15372,1
