cause,effect,start,end,duration
o_0,q_1,33412,33423,12
o_0,c_1,33424,33424,1
o_0,q_1,33425,33430,6
m_0,v_1,33431,33431,1
m_0,d_1,33432,33438,7
m_0,v_1,33439,33439,1
m_0,d_1,33440,33444,5
m_0,v_1,33445,33445,1
m_0,d_1,33446,33456,11
m_0,v_1,33457,33457,1
m_0,d_1,33458,33468,11
c_0,a_1,33469,33493,25
a_0,l_1,33494,33503,10
a_0,m_1,33504,33504,1
a_0,l_1,33505,33513,9
a_0,m_1,33514,33514,1
a_0,l_1,33515,33517,3
a_0,m_1,33518,33518,1
a_0,l_1,33519,33528,10
g_0,a_1,33529,33537,9
g_0,j_1,33538,33538,1
g_0,a_1,33539,33544,6
g_0,j_1,33545,33545,1
g_0,a_1,33546,33551,6
g_0,j_1,33552,33552,1
g_0,a_1,33553,33559,7
c_0,z_1,33560,33562,3
c_0,a_1,33563,33563,1
c_0,z_1,33564,33580,17
c_0,a_1,33581,33582,2
c_0,z_1,33583,33592,10
c_0,a_1,33593,33593,1
c_0,z_1,33594,33595,2
w_0,q_1,33596,33612,17
w_0,b_1,33613,33613,1
w_0,q_1,33614,33624,11
g_0,l_1,33625,33625,1
g_0,j_1,33626,33626,1
g_0,l_1,33627,33650,24
z_0,f_1,33651,33658,8
z_0,y_1,33659,33659,1
z_0,f_1,33660,33662,3
z_0,y_1,33663,33663,1
z_0,f_1,33664,33670,7
z_0,y_1,33671,33671,1
z_0,f_1,33672,33676,5
l_0,s_1,33677,33677,1
l_0,o_1,33678,33678,1
l_0,s_1,33679,33689,11
l_0,o_1,33690,33690,1
l_0,s_1,33691,33708,18
x_0,r_1,33709,33721,13
x_0,s_1,33722,33722,1
x_0,r_1,33723,33723,1
x_0,s_1,33724,33724,1
x_0,r_1,33725,33731,7
e_0,g_1,33732,33766,35
e_0,q_1,33767,33768,2
e_0,g_1,33769,33769,1
w_0,n_1,33770,33773,4
w_0,b_1,33774,33774,1
w_0,n_1,33775,33783,9
w_0,b_1,33784,33784,1
w_0,n_1,33785,33790,6
k_0,p_1,33791,33807,17
k_0,w_1,33808,33808,1
k_0,p_1,33809,33823,15
k_0,w_1,33824,33825,2
k_0,p_1,33826,33829,4
f_0,p_1,33830,33840,11
f_0,h_1,33841,33842,2
f_0,p_1,33843,33850,8
f_0,h_1,33851,33851,1
f_0,p_1,33852,33861,10
c_0,a_1,33862,33889,28
a_0,n_1,33890,33892,3
a_0,m_1,33893,33893,1
a_0,n_1,33894,33914,21
a_0,m_1,33915,33915,1
a_0,n_1,33916,33917,2
f_0,a_1,33918,33928,11
f_0,h_1,33929,33929,1
f_0,a_1,33930,33943,14
f_0,h_1,33944,33945,2
f_0,a_1,33946,33948,3
f_0,h_1,33949,33949,1
f_0,a_1,33950,33955,6
v_0,o_1,33956,33970,15
v_0,e_1,33971,33971,1
v_0,o_1,33972,33983,12
h_0,q_1,33984,33990,7
h_0,f_1,33991,33991,1
h_0,q_1,33992,33995,4
h_0,f_1,33996,33996,1
h_0,q_1,33997,34022,26
l_0,i_1,34023,34033,11
l_0,o_1,34034,34034,1
l_0,i_1,34035,34035,1
l_0,o_1,34036,34036,1
l_0,i_1,34037,34047,11
l_0,o_1,34048,34048,1
l_0,i_1,34049,34052,4
l_0,o_1,34053,34053,1
l_0,i_1,34054,34060,7
z_0,l_1,34061,34077,17
z_0,y_1,34078,34078,1
z_0,l_1,34079,34088,10
z_0,y_1,34089,34089,1
z_0,l_1,34090,34096,7
c_0,q_1,34097,34104,8
c_0,a_1,34105,34105,1
c_0,q_1,34106,34129,24
c_0,a_1,34130,34130,1
c_0,q_1,34131,34132,2
g_0,n_1,34133,34133,1
g_0,j_1,34134,34134,1
g_0,n_1,34135,34138,4
g_0,j_1,34139,34139,1
g_0,n_1,34140,34162,23
g_0,j_1,34163,34163,1
g_0,n_1,34164,34165,2
u_0,u_1,34166,34166,1
u_0,v_1,34167,34198,32
w_0,r_1,34199,34219,21
w_0,b_1,34220,34220,1
w_0,r_1,34221,34233,13
s_0,m_1,34234,34243,10
s_0,z_1,34244,34244,1
s_0,m_1,34245,34263,19
s_0,z_1,34264,34265,2
s_0,m_1,34266,34268,3
s_0,z_1,34269,34269,1
s_0,m_1,34270,34272,3
f_0,u_1,34273,34274,2
f_0,h_1,34275,34275,1
f_0,u_1,34276,34282,7
f_0,h_1,34283,34283,1
f_0,u_1,34284,34292,9
f_0,h_1,34293,34293,1
f_0,u_1,34294,34299,6
t_0,b_1,34300,34316,17
t_0,x_1,34317,34317,1
t_0,b_1,34318,34323,6
l_0,i_1,34324,34330,7
l_0,o_1,34331,34331,1
l_0,i_1,34332,34349,18
l_0,o_1,34350,34350,1
l_0,i_1,34351,34355,5
d_0,a_1,34356,34364,9
d_0,i_1,34365,34365,1
d_0,a_1,34366,34381,16
k_0,d_1,34382,34395,14
k_0,w_1,34396,34396,1
k_0,d_1,34397,34404,8
k_0,w_1,34405,34405,1
k_0,d_1,34406,34408,3
t_0,s_1,34409,34412,4
t_0,x_1,34413,34413,1
t_0,s_1,34414,34426,13
t_0,x_1,34427,34427,1
t_0,s_1,34428,34443,16
t_0,x_1,34444,34444,1
t_0,s_1,34445,34445,1
h_0,c_1,34446,34449,4
h_0,f_1,34450,34450,1
h_0,c_1,34451,34458,8
h_0,f_1,34459,34459,1
h_0,c_1,34460,34474,15
c_0,u_1,34475,34487,13
c_0,a_1,34488,34488,1
c_0,u_1,34489,34494,6
i_0,r_1,34495,34496,2
i_0,d_1,34497,34497,1
i_0,r_1,34498,34519,22
i_0,d_1,34520,34520,1
i_0,r_1,34521,34522,2
i_0,d_1,34523,34523,1
i_0,r_1,34524,34528,5
p_0,d_1,34529,34545,17
p_0,n_1,34546,34546,1
p_0,d_1,34547,34549,3
k_0,n_1,34550,34558,9
k_0,w_1,34559,34559,1
k_0,n_1,34560,34574,15
u_0,u_1,34575,34575,1
u_0,z_1,34576,34589,14
u_0,u_1,34590,34590,1
u_0,z_1,34591,34608,18
r_0,u_1,34609,34625,17
r_0,t_1,34626,34626,1
r_0,u_1,34627,34628,2
r_0,t_1,34629,34629,1
r_0,u_1,34630,34631,2
d_0,n_1,34632,34635,4
d_0,i_1,34636,34636,1
d_0,n_1,34637,34639,3
d_0,i_1,34640,34640,1
d_0,n_1,34641,34659,19
z_0,b_1,34660,34664,5
z_0,y_1,34665,34665,1
z_0,b_1,34666,34671,6
z_0,y_1,34672,34672,1
z_0,b_1,34673,34683,11
n_0,a_1,34684,34694,11
n_0,p_1,34695,34695,1
n_0,a_1,34696,34703,8
n_0,p_1,34704,34704,1
n_0,a_1,34705,34705,1
z_0,y_1,34706,34706,1
z_0,t_1,34707,34724,18
z_0,y_1,34725,34725,1
z_0,t_1,34726,34728,3
z_0,y_1,34729,34729,1
z_0,t_1,34730,34739,10
p_0,n_1,34740,34740,1
p_0,j_1,34741,34757,17
p_0,n_1,34758,34758,1
p_0,j_1,34759,34764,6
p_0,n_1,34765,34765,1
p_0,j_1,34766,34767,2
n_0,j_1,34768,34782,15
n_0,p_1,34783,34783,1
n_0,j_1,34784,34786,3
n_0,p_1,34787,34787,1
n_0,j_1,34788,34804,17
h_0,y_1,34805,34813,9
h_0,f_1,34814,34814,1
h_0,y_1,34815,34816,2
h_0,f_1,34817,34817,1
h_0,y_1,34818,34827,10
k_0,q_1,34828,34835,8
k_0,w_1,34836,34836,1
k_0,q_1,34837,34859,23
k_0,w_1,34860,34860,1
k_0,q_1,34861,34863,3
b_0,e_1,34864,34876,13
b_0,r_1,34877,34877,1
b_0,e_1,34878,34885,8
t_0,e_1,34886,34899,14
t_0,x_1,34900,34900,1
t_0,e_1,34901,34907,7
w_0,s_1,34908,34910,3
w_0,b_1,34911,34911,1
w_0,s_1,34912,34938,27
q_0,y_1,34939,34949,11
q_0,l_1,34950,34950,1
q_0,y_1,34951,34978,28
v_0,n_1,34979,34991,13
v_0,e_1,34992,34992,1
v_0,n_1,34993,34994,2
v_0,e_1,34995,34995,1
v_0,n_1,34996,35006,11
o_0,i_1,35007,35018,12
o_0,c_1,35019,35019,1
o_0,i_1,35020,35021,2
o_0,c_1,35022,35022,1
o_0,i_1,35023,35040,18
f_0,n_1,35041,35045,5
f_0,h_1,35046,35046,1
f_0,n_1,35047,35052,6
f_0,h_1,35053,35053,1
f_0,n_1,35054,35067,14
f_0,h_1,35068,35068,1
f_0,n_1,35069,35073,5
f_0,h_1,35074,35074,1
f_0,n_1,35075,35075,1
m_0,m_1,35076,35076,1
m_0,v_1,35077,35078,2
m_0,m_1,35079,35099,21
w_0,v_1,35100,35122,23
w_0,b_1,35123,35125,3
w_0,v_1,35126,35136,11
j_0,o_1,35137,35140,4
j_0,g_1,35141,35141,1
j_0,o_1,35142,35145,4
j_0,g_1,35146,35146,1
j_0,o_1,35147,35164,18
j_0,g_1,35165,35165,1
j_0,o_1,35166,35166,1
j_0,g_1,35167,35167,1
j_0,o_1,35168,35174,7
o_0,v_1,35175,35185,11
o_0,c_1,35186,35186,1
o_0,v_1,35187,35199,13
p_0,w_1,35200,35226,27
p_0,n_1,35227,35227,1
p_0,w_1,35228,35232,5
r_0,e_1,35233,35235,3
r_0,t_1,35236,35236,1
r_0,e_1,35237,35255,19
y_0,w_1,35256,35269,14
y_0,k_1,35270,35271,2
y_0,w_1,35272,35277,6
s_0,k_1,35278,35282,5
s_0,z_1,35283,35283,1
s_0,k_1,35284,35291,8
s_0,z_1,35292,35292,1
s_0,k_1,35293,35301,9
b_0,r_1,35302,35302,1
b_0,w_1,35303,35318,16
b_0,r_1,35319,35319,1
b_0,w_1,35320,35321,2
b_0,r_1,35322,35322,1
b_0,w_1,35323,35327,5
b_0,r_1,35328,35328,1
b_0,w_1,35329,35332,4
d_0,g_1,35333,35333,1
d_0,i_1,35334,35334,1
d_0,g_1,35335,35372,38
y_0,o_1,35373,35383,11
y_0,k_1,35384,35384,1
y_0,o_1,35385,35396,12
y_0,k_1,35397,35398,2
y_0,o_1,35399,35406,8
y_0,k_1,35407,35407,1
y_0,o_1,35408,35410,3
u_0,p_1,35411,35432,22
u_0,u_1,35433,35433,1
u_0,p_1,35434,35435,2
k_0,d_1,35436,35452,17
k_0,w_1,35453,35453,1
k_0,d_1,35454,35455,2
z_0,j_1,35456,35461,6
z_0,y_1,35462,35462,1
z_0,j_1,35463,35465,3
z_0,y_1,35466,35466,1
z_0,j_1,35467,35470,4
z_0,y_1,35471,35471,1
z_0,j_1,35472,35486,15
b_0,z_1,35487,35488,2
b_0,r_1,35489,35489,1
b_0,z_1,35490,35494,5
b_0,r_1,35495,35495,1
b_0,z_1,35496,35496,1
b_0,r_1,35497,35497,1
b_0,z_1,35498,35512,15
q_0,x_1,35513,35514,2
q_0,l_1,35515,35515,1
q_0,x_1,35516,35521,6
q_0,l_1,35522,35522,1
q_0,x_1,35523,35537,15
q_0,l_1,35538,35538,1
q_0,x_1,35539,35549,11
m_0,k_1,35550,35551,2
m_0,v_1,35552,35552,1
m_0,k_1,35553,35554,2
m_0,v_1,35555,35555,1
m_0,k_1,35556,35584,29
m_0,v_1,35585,35585,1
m_0,k_1,35586,35587,2
p_0,r_1,35588,35611,24
p_0,n_1,35612,35612,1
p_0,r_1,35613,35615,3
p_0,n_1,35616,35617,2
s_0,u_1,35618,35620,3
s_0,z_1,35621,35621,1
s_0,u_1,35622,35623,2
s_0,z_1,35624,35624,1
s_0,u_1,35625,35627,3
s_0,z_1,35628,35628,1
s_0,u_1,35629,35646,18
y_0,h_1,35647,35665,19
y_0,k_1,35666,35666,1
y_0,h_1,35667,35668,2
y_0,k_1,35669,35669,1
y_0,h_1,35670,35675,6
h_0,b_1,35676,35694,19
h_0,f_1,35695,35695,1
h_0,b_1,35696,35710,15
k_0,w_1,35711,35750,40
g_0,s_1,35751,35754,4
g_0,j_1,35755,35755,1
g_0,s_1,35756,35775,20
m_0,q_1,35776,35787,12
m_0,v_1,35788,35788,1
m_0,q_1,35789,35797,9
m_0,v_1,35798,35799,2
m_0,q_1,35800,35812,13
j_0,v_1,35813,35817,5
j_0,g_1,35818,35818,1
j_0,v_1,35819,35835,17
j_0,g_1,35836,35836,1
j_0,v_1,35837,35842,6
j_0,g_1,35843,35843,1
p_0,s_1,35844,35858,15
p_0,n_1,35859,35859,1
p_0,s_1,35860,35868,9
p_0,n_1,35869,35869,1
p_0,s_1,35870,35879,10
w_0,p_1,35880,35904,25
w_0,b_1,35905,35905,1
w_0,p_1,35906,35910,5
w_0,b_1,35911,35911,1
w_0,p_1,35912,35918,7
w_0,b_1,35919,35919,1
k_0,b_1,35920,35933,14
k_0,w_1,35934,35934,1
k_0,b_1,35935,35955,21
k_0,w_1,35956,35956,1
k_0,b_1,35957,35957,1
b_0,a_1,35958,35966,9
b_0,r_1,35967,35967,1
b_0,a_1,35968,35970,3
b_0,r_1,35971,35971,1
b_0,a_1,35972,35994,23
v_0,d_1,35995,36001,7
v_0,e_1,36002,36002,1
v_0,d_1,36003,36007,5
v_0,e_1,36008,36008,1
v_0,d_1,36009,36017,9
v_0,e_1,36018,36018,1
v_0,d_1,36019,36020,2
b_0,h_1,36021,36021,1
b_0,r_1,36022,36022,1
b_0,h_1,36023,36030,8
b_0,r_1,36031,36031,1
b_0,h_1,36032,36041,10
d_0,p_1,36042,36048,7
d_0,i_1,36049,36049,1
d_0,p_1,36050,36060,11
d_0,i_1,36061,36061,1
d_0,p_1,36062,36065,4
g_0,n_1,36066,36080,15
g_0,j_1,36081,36082,2
g_0,n_1,36083,36087,5
i_0,y_1,36088,36094,7
i_0,d_1,36095,36095,1
i_0,y_1,36096,36104,9
i_0,d_1,36105,36105,1
i_0,y_1,36106,36120,15
c_0,z_1,36121,36126,6
c_0,a_1,36127,36127,1
c_0,z_1,36128,36146,19
c_0,a_1,36147,36148,2
c_0,z_1,36149,36150,2
c_0,a_1,36151,36151,1
c_0,z_1,36152,36154,3
w_0,j_1,36155,36156,2
w_0,b_1,36157,36157,1
w_0,j_1,36158,36167,10
w_0,b_1,36168,36168,1
w_0,j_1,36169,36169,1
w_0,b_1,36170,36170,1
w_0,j_1,36171,36189,19
w_0,b_1,36190,36190,1
w_0,j_1,36191,36194,4
y_0,b_1,36195,36199,5
y_0,k_1,36200,36200,1
y_0,b_1,36201,36233,33
x_0,z_1,36234,36241,8
x_0,s_1,36242,36242,1
x_0,z_1,36243,36259,17
x_0,s_1,36260,36261,2
x_0,z_1,36262,36267,6
v_0,f_1,36268,36268,1
v_0,e_1,36269,36269,1
v_0,f_1,36270,36272,3
v_0,e_1,36273,36273,1
v_0,f_1,36274,36287,14
v_0,e_1,36288,36288,1
v_0,f_1,36289,36293,5
f_0,b_1,36294,36305,12
f_0,h_1,36306,36306,1
f_0,b_1,36307,36307,1
f_0,h_1,36308,36308,1
f_0,b_1,36309,36311,3
f_0,h_1,36312,36312,1
f_0,b_1,36313,36326,14
f_0,h_1,36327,36327,1
k_0,b_1,36328,36334,7
k_0,w_1,36335,36335,1
k_0,b_1,36336,36337,2
k_0,w_1,36338,36338,1
k_0,b_1,36339,36343,5
k_0,w_1,36344,36344,1
k_0,b_1,36345,36345,1
k_0,w_1,36346,36346,1
k_0,b_1,36347,36361,15
d_0,b_1,36362,36371,10
d_0,i_1,36372,36372,1
d_0,b_1,36373,36374,2
d_0,i_1,36375,36375,1
d_0,b_1,36376,36384,9
i_0,a_1,36385,36414,30
i_0,d_1,36415,36416,2
i_0,a_1,36417,36424,8
c_0,g_1,36425,36440,16
c_0,a_1,36441,36441,1
c_0,g_1,36442,36449,8
c_0,a_1,36450,36450,1
c_0,g_1,36451,36454,4
x_0,n_1,36455,36467,13
x_0,s_1,36468,36468,1
x_0,n_1,36469,36481,13
o_0,i_1,36482,36482,1
o_0,c_1,36483,36483,1
o_0,i_1,36484,36485,2
o_0,c_1,36486,36486,1
o_0,i_1,36487,36513,27
v_0,w_1,36514,36522,9
v_0,e_1,36523,36523,1
v_0,w_1,36524,36533,10
d_0,k_1,36534,36540,7
d_0,i_1,36541,36541,1
d_0,k_1,36542,36545,4
d_0,i_1,36546,36546,1
d_0,k_1,36547,36554,8
d_0,i_1,36555,36555,1
d_0,k_1,36556,36559,4
d_0,i_1,36560,36560,1
d_0,k_1,36561,36573,13
l_0,g_1,36574,36579,6
l_0,o_1,36580,36580,1
l_0,g_1,36581,36593,13
l_0,o_1,36594,36594,1
l_0,g_1,36595,36600,6
r_0,t_1,36601,36630,30
q_0,z_1,36631,36631,1
q_0,l_1,36632,36632,1
q_0,z_1,36633,36650,18
q_0,l_1,36651,36651,1
q_0,z_1,36652,36658,7
g_0,g_1,36659,36675,17
g_0,j_1,36676,36676,1
g_0,g_1,36677,36679,3
g_0,j_1,36680,36680,1
g_0,g_1,36681,36681,1
g_0,j_1,36682,36682,1
g_0,g_1,36683,36686,4
k_0,m_1,36687,36703,17
k_0,w_1,36704,36704,1
k_0,m_1,36705,36708,4
k_0,w_1,36709,36709,1
k_0,m_1,36710,36716,7
k_0,w_1,36717,36717,1
k_0,m_1,36718,36718,1
b_0,x_1,36719,36733,15
b_0,r_1,36734,36734,1
b_0,x_1,36735,36741,7
s_0,t_1,36742,36775,34
s_0,z_1,36776,36776,1
s_0,t_1,36777,36781,5
p_0,m_1,36782,36782,1
p_0,n_1,36783,36783,1
p_0,m_1,36784,36792,9
p_0,n_1,36793,36793,1
p_0,m_1,36794,36798,5
p_0,n_1,36799,36799,1
p_0,m_1,36800,36812,13
x_0,t_1,36813,36824,12
x_0,s_1,36825,36825,1
x_0,t_1,36826,36841,16
x_0,s_1,36842,36842,1
x_0,t_1,36843,36850,8
m_0,i_1,36851,36853,3
m_0,v_1,36854,36854,1
m_0,i_1,36855,36879,25
n_0,s_1,36880,36893,14
n_0,p_1,36894,36894,1
n_0,s_1,36895,36913,19
g_0,n_1,36914,36917,4
g_0,j_1,36918,36918,1
g_0,n_1,36919,36925,7
g_0,j_1,36926,36926,1
g_0,n_1,36927,36933,7
t_0,p_1,36934,36939,6
t_0,x_1,36940,36940,1
t_0,p_1,36941,36955,15
t_0,x_1,36956,36956,1
t_0,p_1,36957,36957,1
t_0,x_1,36958,36958,1
t_0,p_1,36959,36963,5
v_0,j_1,36964,36966,3
v_0,e_1,36967,36967,1
v_0,j_1,36968,36972,5
v_0,e_1,36973,36973,1
v_0,j_1,36974,36994,21
m_0,n_1,36995,37003,9
m_0,v_1,37004,37004,1
m_0,n_1,37005,37007,3
m_0,v_1,37008,37008,1
m_0,n_1,37009,37018,10
p_0,n_1,37019,37056,38
b_0,i_1,37057,37090,34
b_0,r_1,37091,37091,1
b_0,i_1,37092,37095,4
f_0,h_1,37096,37096,1
f_0,j_1,37097,37103,7
f_0,h_1,37104,37104,1
f_0,j_1,37105,37115,11
v_0,k_1,37116,37122,7
v_0,e_1,37123,37123,1
v_0,k_1,37124,37124,1
v_0,e_1,37125,37125,1
v_0,k_1,37126,37136,11
k_0,h_1,37137,37141,5
k_0,w_1,37142,37142,1
k_0,h_1,37143,37158,16
k_0,w_1,37159,37159,1
k_0,h_1,37160,37163,4
u_0,j_1,37164,37169,6
u_0,u_1,37170,37170,1
u_0,j_1,37171,37179,9
u_0,u_1,37180,37180,1
u_0,j_1,37181,37186,6
k_0,e_1,37187,37208,22
k_0,w_1,37209,37209,1
k_0,e_1,37210,37215,6
k_0,w_1,37216,37216,1
k_0,e_1,37217,37225,9
u_0,o_1,37226,37228,3
u_0,u_1,37229,37229,1
u_0,o_1,37230,37232,3
u_0,u_1,37233,37233,1
u_0,o_1,37234,37249,16
u_0,u_1,37250,37250,1
u_0,o_1,37251,37255,5
u_0,u_1,37256,37256,1
b_0,k_1,37257,37271,15
b_0,r_1,37272,37272,1
b_0,k_1,37273,37279,7
q_0,n_1,37280,37284,5
q_0,l_1,37285,37285,1
q_0,n_1,37286,37302,17
f_0,c_1,37303,37307,5
f_0,h_1,37308,37308,1
f_0,c_1,37309,37310,2
f_0,h_1,37311,37311,1
f_0,c_1,37312,37318,7
f_0,h_1,37319,37319,1
f_0,c_1,37320,37337,18
a_0,q_1,37338,37339,2
a_0,m_1,37340,37340,1
a_0,q_1,37341,37363,23
h_0,s_1,37364,37377,14
h_0,f_1,37378,37378,1
h_0,s_1,37379,37384,6
h_0,f_1,37385,37385,1
k_0,e_1,37386,37391,6
k_0,w_1,37392,37392,1
k_0,e_1,37393,37398,6
k_0,w_1,37399,37399,1
k_0,e_1,37400,37410,11
s_0,z_1,37411,37435,25
c_0,c_1,37436,37447,12
c_0,a_1,37448,37448,1
c_0,c_1,37449,37465,17
h_0,t_1,37466,37478,13
h_0,f_1,37479,37479,1
h_0,t_1,37480,37487,8
h_0,f_1,37488,37488,1
h_0,t_1,37489,37492,4
h_0,f_1,37493,37493,1
h_0,t_1,37494,37497,4
q_0,b_1,37498,37507,10
q_0,l_1,37508,37508,1
q_0,b_1,37509,37517,9
q_0,l_1,37518,37518,1
q_0,b_1,37519,37528,10
u_0,v_1,37529,37529,1
u_0,u_1,37530,37530,1
u_0,v_1,37531,37532,2
u_0,u_1,37533,37533,1
u_0,v_1,37534,37537,4
u_0,u_1,37538,37538,1
u_0,v_1,37539,37552,14
r_0,y_1,37553,37553,1
r_0,t_1,37554,37554,1
r_0,y_1,37555,37574,20
v_0,z_1,37575,37583,9
v_0,e_1,37584,37584,1
v_0,z_1,37585,37600,16
x_0,b_1,37601,37606,6
x_0,s_1,37607,37607,1
x_0,b_1,37608,37619,12
x_0,s_1,37620,37620,1
x_0,b_1,37621,37621,1
j_0,b_1,37622,37641,20
j_0,g_1,37642,37642,1
j_0,b_1,37643,37644,2
j_0,g_1,37645,37645,1
j_0,b_1,37646,37654,9
i_0,m_1,37655,37659,5
i_0,d_1,37660,37660,1
i_0,m_1,37661,37668,8
i_0,d_1,37669,37669,1
i_0,m_1,37670,37673,4
i_0,d_1,37674,37674,1
i_0,m_1,37675,37682,8
g_0,w_1,37683,37697,15
g_0,j_1,37698,37698,1
g_0,w_1,37699,37705,7
g_0,j_1,37706,37706,1
g_0,w_1,37707,37707,1
b_0,j_1,37708,37721,14
b_0,r_1,37722,37723,2
b_0,j_1,37724,37731,8
t_0,k_1,37732,37736,5
t_0,x_1,37737,37737,1
t_0,k_1,37738,37741,4
t_0,x_1,37742,37742,1
t_0,k_1,37743,37770,28
u_0,p_1,37771,37787,17
u_0,u_1,37788,37788,1
u_0,p_1,37789,37797,9
u_0,u_1,37798,37799,2
u_0,p_1,37800,37801,2
u_0,u_1,37802,37802,1
u_0,p_1,37803,37810,8
l_0,j_1,37811,37813,3
l_0,o_1,37814,37814,1
l_0,j_1,37815,37843,29
z_0,y_1,37844,37844,1
z_0,m_1,37845,37853,9
z_0,y_1,37854,37854,1
z_0,m_1,37855,37874,20
b_0,r_1,37875,37904,30
v_0,n_1,37905,37907,3
v_0,e_1,37908,37908,1
v_0,n_1,37909,37913,5
v_0,e_1,37914,37914,1
v_0,n_1,37915,37928,14
w_0,w_1,37929,37936,8
w_0,b_1,37937,37937,1
w_0,w_1,37938,37957,20
w_0,b_1,37958,37958,1
w_0,w_1,37959,37961,3
i_0,d_1,37962,37999,38
d_0,n_1,38000,38017,18
d_0,i_1,38018,38018,1
d_0,n_1,38019,38019,1
z_0,i_1,38020,38030,11
z_0,y_1,38031,38031,1
z_0,i_1,38032,38048,17
z_0,y_1,38049,38049,1
z_0,i_1,38050,38055,6
b_0,x_1,38056,38056,1
b_0,r_1,38057,38058,2
b_0,x_1,38059,38078,20
d_0,y_1,38079,38084,6
d_0,i_1,38085,38085,1
d_0,y_1,38086,38092,7
d_0,i_1,38093,38093,1
d_0,y_1,38094,38111,18
m_0,v_1,38112,38112,1
m_0,o_1,38113,38120,8
m_0,v_1,38121,38121,1
m_0,o_1,38122,38124,3
m_0,v_1,38125,38125,1
m_0,o_1,38126,38140,15
w_0,w_1,38141,38141,1
w_0,b_1,38142,38142,1
w_0,w_1,38143,38166,24
w_0,b_1,38167,38167,1
w_0,w_1,38168,38170,3
w_0,b_1,38171,38171,1
w_0,w_1,38172,38174,3
n_0,p_1,38175,38210,36
x_0,a_1,38211,38217,7
x_0,s_1,38218,38218,1
x_0,a_1,38219,38231,13
g_0,i_1,38232,38232,1
g_0,j_1,38233,38233,1
g_0,i_1,38234,38264,31
x_0,c_1,38265,38276,12
x_0,s_1,38277,38277,1
x_0,c_1,38278,38281,4
x_0,s_1,38282,38282,1
x_0,c_1,38283,38299,17
x_0,s_1,38300,38300,1
x_0,c_1,38301,38304,4
y_0,s_1,38305,38308,4
y_0,k_1,38309,38309,1
y_0,s_1,38310,38332,23
b_0,a_1,38333,38337,5
b_0,r_1,38338,38338,1
b_0,a_1,38339,38364,26
f_0,h_1,38365,38365,1
f_0,f_1,38366,38387,22
f_0,h_1,38388,38388,1
f_0,f_1,38389,38395,7
w_0,f_1,38396,38401,6
w_0,b_1,38402,38402,1
w_0,f_1,38403,38413,11
w_0,b_1,38414,38414,1
w_0,f_1,38415,38421,7
v_0,m_1,38422,38427,6
v_0,e_1,38428,38428,1
v_0,m_1,38429,38431,3
v_0,e_1,38432,38432,1
v_0,m_1,38433,38443,11
v_0,e_1,38444,38444,1
v_0,m_1,38445,38450,6
a_0,j_1,38451,38466,16
a_0,m_1,38467,38467,1
a_0,j_1,38468,38471,4
p_0,b_1,38472,38476,5
p_0,n_1,38477,38477,1
p_0,b_1,38478,38481,4
p_0,n_1,38482,38482,1
p_0,b_1,38483,38504,22
t_0,a_1,38505,38525,21
t_0,x_1,38526,38526,1
r_0,v_1,38527,38538,12
r_0,t_1,38539,38539,1
r_0,v_1,38540,38542,3
r_0,t_1,38543,38543,1
r_0,v_1,38544,38545,2
r_0,t_1,38546,38546,1
r_0,v_1,38547,38566,20
p_0,g_1,38567,38577,11
p_0,n_1,38578,38578,1
p_0,g_1,38579,38583,5
p_0,n_1,38584,38584,1
p_0,g_1,38585,38586,2
t_0,b_1,38587,38598,12
t_0,x_1,38599,38599,1
t_0,b_1,38600,38601,2
t_0,x_1,38602,38602,1
t_0,b_1,38603,38608,6
t_0,x_1,38609,38609,1
t_0,b_1,38610,38612,3
z_0,e_1,38613,38641,29
z_0,y_1,38642,38642,1
z_0,e_1,38643,38649,7
j_0,q_1,38650,38655,6
j_0,g_1,38656,38656,1
j_0,q_1,38657,38657,1
j_0,g_1,38658,38658,1
j_0,q_1,38659,38670,12
v_0,o_1,38671,38676,6
v_0,e_1,38677,38677,1
v_0,o_1,38678,38694,17
v_0,e_1,38695,38695,1
v_0,o_1,38696,38702,7
v_0,e_1,38703,38703,1
v_0,o_1,38704,38705,2
v_0,e_1,38706,38706,1
o_0,p_1,38707,38712,6
o_0,c_1,38713,38713,1
o_0,p_1,38714,38733,20
o_0,c_1,38734,38734,1
o_0,p_1,38735,38746,12
m_0,g_1,38747,38764,18
m_0,v_1,38765,38765,1
m_0,g_1,38766,38785,20
h_0,o_1,38786,38792,7
h_0,f_1,38793,38793,1
h_0,o_1,38794,38798,5
h_0,f_1,38799,38799,1
h_0,o_1,38800,38805,6
h_0,f_1,38806,38806,1
h_0,o_1,38807,38808,2
d_0,e_1,38809,38829,21
d_0,i_1,38830,38830,1
d_0,e_1,38831,38839,9
h_0,e_1,38840,38847,8
h_0,f_1,38848,38848,1
h_0,e_1,38849,38856,8
h_0,f_1,38857,38857,1
h_0,e_1,38858,38862,5
h_0,f_1,38863,38863,1
h_0,e_1,38864,38873,10
h_0,f_1,38874,38874,1
h_0,e_1,38875,38875,1
p_0,n_1,38876,38907,32
u_0,d_1,38908,38918,11
u_0,u_1,38919,38919,1
u_0,d_1,38920,38934,15
w_0,w_1,38935,38944,10
w_0,b_1,38945,38945,1
w_0,w_1,38946,38969,24
p_0,n_1,38970,39008,39
c_0,g_1,39009,39010,2
