,cause,effect
37460,c_0,c_1
37461,c_0,c_1
37462,c_0,c_1
37463,c_0,c_1
37464,c_0,c_1
37465,c_0,c_1
37466,h_0,t_1
37467,h_0,t_1
37468,h_0,t_1
37469,h_0,t_1
37470,h_0,t_1
37471,h_0,t_1
37472,h_0,t_1
37473,h_0,t_1
37474,h_0,t_1
37475,h_0,t_1
37476,h_0,t_1
37477,h_0,t_1
37478,h_0,t_1
37479,h_0,f_1
37480,h_0,t_1
37481,h_0,t_1
37482,h_0,t_1
37483,h_0,t_1
37484,h_0,t_1
37485,h_0,t_1
37486,h_0,t_1
37487,h_0,t_1
37488,h_0,f_1
37489,h_0,t_1
37490,h_0,t_1
37491,h_0,t_1
37492,h_0,t_1
37493,h_0,f_1
37494,h_0,t_1
37495,h_0,t_1
37496,h_0,t_1
37497,h_0,t_1
37498,q_0,b_1
37499,q_0,b_1
37500,q_0,b_1
37501,q_0,b_1
37502,q_0,b_1
37503,q_0,b_1
37504,q_0,b_1
37505,q_0,b_1
37506,q_0,b_1
37507,q_0,b_1
37508,q_0,l_1
37509,q_0,b_1
37510,q_0,b_1
37511,q_0,b_1
37512,q_0,b_1
37513,q_0,b_1
37514,q_0,b_1
37515,q_0,b_1
37516,q_0,b_1
37517,q_0,b_1
37518,q_0,l_1
37519,q_0,b_1
37520,q_0,b_1
37521,q_0,b_1
37522,q_0,b_1
37523,q_0,b_1
37524,q_0,b_1
37525,q_0,b_1
37526,q_0,b_1
37527,q_0,b_1
37528,q_0,b_1
37529,u_0,v_1
37530,u_0,u_1
37531,u_0,v_1
37532,u_0,v_1
37533,u_0,u_1
37534,u_0,v_1
37535,u_0,v_1
37536,u_0,v_1
37537,u_0,v_1
37538,u_0,u_1
37539,u_0,v_1
37540,u_0,v_1
37541,u_0,v_1
37542,u_0,v_1
37543,u_0,v_1
37544,u_0,v_1
37545,u_0,v_1
37546,u_0,v_1
37547,u_0,v_1
37548,u_0,v_1
37549,u_0,v_1
37550,u_0,v_1
37551,u_0,v_1
37552,u_0,v_1
37553,r_0,y_1
37554,r_0,t_1
37555,r_0,y_1
37556,r_0,y_1
37557,r_0,y_1
37558,r_0,y_1
37559,r_0,y_1
37560,r_0,y_1
37561,r_0,y_1
37562,r_0,y_1
37563,r_0,y_1
37564,r_0,y_1
37565,r_0,y_1
37566,r_0,y_1
37567,r_0,y_1
37568,r_0,y_1
37569,r_0,y_1
37570,r_0,y_1
37571,r_0,y_1
37572,r_0,y_1
37573,r_0,y_1
37574,r_0,y_1
37575,v_0,z_1
37576,v_0,z_1
37577,v_0,z_1
37578,v_0,z_1
37579,v_0,z_1
37580,v_0,z_1
37581,v_0,z_1
37582,v_0,z_1
37583,v_0,z_1
37584,v_0,e_1
37585,v_0,z_1
37586,v_0,z_1
37587,v_0,z_1
37588,v_0,z_1
37589,v_0,z_1
37590,v_0,z_1
37591,v_0,z_1
37592,v_0,z_1
37593,v_0,z_1
37594,v_0,z_1
37595,v_0,z_1
37596,v_0,z_1
37597,v_0,z_1
37598,v_0,z_1
37599,v_0,z_1
37600,v_0,z_1
37601,x_0,b_1
37602,x_0,b_1
37603,x_0,b_1
37604,x_0,b_1
37605,x_0,b_1
37606,x_0,b_1
37607,x_0,s_1
37608,x_0,b_1
37609,x_0,b_1
37610,x_0,b_1
37611,x_0,b_1
37612,x_0,b_1
37613,x_0,b_1
37614,x_0,b_1
37615,x_0,b_1
37616,x_0,b_1
37617,x_0,b_1
37618,x_0,b_1
37619,x_0,b_1
37620,x_0,s_1
37621,x_0,b_1
37622,j_0,b_1
37623,j_0,b_1
37624,j_0,b_1
37625,j_0,b_1
37626,j_0,b_1
37627,j_0,b_1
37628,j_0,b_1
37629,j_0,b_1
37630,j_0,b_1
37631,j_0,b_1
37632,j_0,b_1
37633,j_0,b_1
37634,j_0,b_1
37635,j_0,b_1
37636,j_0,b_1
37637,j_0,b_1
37638,j_0,b_1
37639,j_0,b_1
37640,j_0,b_1
37641,j_0,b_1
37642,j_0,g_1
37643,j_0,b_1
37644,j_0,b_1
37645,j_0,g_1
37646,j_0,b_1
37647,j_0,b_1
37648,j_0,b_1
37649,j_0,b_1
37650,j_0,b_1
37651,j_0,b_1
37652,j_0,b_1
37653,j_0,b_1
37654,j_0,b_1
37655,i_0,m_1
37656,i_0,m_1
37657,i_0,m_1
37658,i_0,m_1
37659,i_0,m_1
37660,i_0,d_1
37661,i_0,m_1
37662,i_0,m_1
37663,i_0,m_1
37664,i_0,m_1
37665,i_0,m_1
37666,i_0,m_1
37667,i_0,m_1
37668,i_0,m_1
37669,i_0,d_1
37670,i_0,m_1
37671,i_0,m_1
37672,i_0,m_1
37673,i_0,m_1
37674,i_0,d_1
37675,i_0,m_1
37676,i_0,m_1
37677,i_0,m_1
37678,i_0,m_1
37679,i_0,m_1
37680,i_0,m_1
37681,i_0,m_1
37682,i_0,m_1
37683,g_0,w_1
37684,g_0,w_1
37685,g_0,w_1
37686,g_0,w_1
37687,g_0,w_1
37688,g_0,w_1
37689,g_0,w_1
37690,g_0,w_1
37691,g_0,w_1
37692,g_0,w_1
37693,g_0,w_1
37694,g_0,w_1
37695,g_0,w_1
37696,g_0,w_1
37697,g_0,w_1
37698,g_0,j_1
37699,g_0,w_1
37700,g_0,w_1
37701,g_0,w_1
37702,g_0,w_1
37703,g_0,w_1
37704,g_0,w_1
37705,g_0,w_1
37706,g_0,j_1
37707,g_0,w_1
37708,b_0,j_1
37709,b_0,j_1
37710,b_0,j_1
37711,b_0,j_1
37712,b_0,j_1
37713,b_0,j_1
37714,b_0,j_1
37715,b_0,j_1
37716,b_0,j_1
37717,b_0,j_1
37718,b_0,j_1
37719,b_0,j_1
37720,b_0,j_1
37721,b_0,j_1
37722,b_0,r_1
37723,b_0,r_1
37724,b_0,j_1
37725,b_0,j_1
37726,b_0,j_1
37727,b_0,j_1
37728,b_0,j_1
37729,b_0,j_1
37730,b_0,j_1
37731,b_0,j_1
37732,t_0,k_1
37733,t_0,k_1
37734,t_0,k_1
37735,t_0,k_1
37736,t_0,k_1
37737,t_0,x_1
37738,t_0,k_1
37739,t_0,k_1
37740,t_0,k_1
37741,t_0,k_1
37742,t_0,x_1
37743,t_0,k_1
37744,t_0,k_1
37745,t_0,k_1
37746,t_0,k_1
37747,t_0,k_1
37748,t_0,k_1
37749,t_0,k_1
37750,t_0,k_1
37751,t_0,k_1
37752,t_0,k_1
37753,t_0,k_1
37754,t_0,k_1
37755,t_0,k_1
37756,t_0,k_1
37757,t_0,k_1
37758,t_0,k_1
37759,t_0,k_1
37760,t_0,k_1
37761,t_0,k_1
37762,t_0,k_1
37763,t_0,k_1
37764,t_0,k_1
37765,t_0,k_1
37766,t_0,k_1
37767,t_0,k_1
37768,t_0,k_1
37769,t_0,k_1
37770,t_0,k_1
37771,u_0,p_1
37772,u_0,p_1
37773,u_0,p_1
37774,u_0,p_1
37775,u_0,p_1
37776,u_0,p_1
37777,u_0,p_1
37778,u_0,p_1
37779,u_0,p_1
37780,u_0,p_1
37781,u_0,p_1
37782,u_0,p_1
37783,u_0,p_1
37784,u_0,p_1
37785,u_0,p_1
37786,u_0,p_1
37787,u_0,p_1
37788,u_0,u_1
37789,u_0,p_1
37790,u_0,p_1
37791,u_0,p_1
37792,u_0,p_1
37793,u_0,p_1
37794,u_0,p_1
37795,u_0,p_1
37796,u_0,p_1
37797,u_0,p_1
37798,u_0,u_1
37799,u_0,u_1
37800,u_0,p_1
37801,u_0,p_1
37802,u_0,u_1
37803,u_0,p_1
37804,u_0,p_1
37805,u_0,p_1
37806,u_0,p_1
37807,u_0,p_1
37808,u_0,p_1
37809,u_0,p_1
37810,u_0,p_1
37811,l_0,j_1
37812,l_0,j_1
37813,l_0,j_1
37814,l_0,o_1
37815,l_0,j_1
37816,l_0,j_1
37817,l_0,j_1
37818,l_0,j_1
37819,l_0,j_1
37820,l_0,j_1
37821,l_0,j_1
37822,l_0,j_1
37823,l_0,j_1
37824,l_0,j_1
37825,l_0,j_1
37826,l_0,j_1
37827,l_0,j_1
37828,l_0,j_1
37829,l_0,j_1
37830,l_0,j_1
37831,l_0,j_1
37832,l_0,j_1
37833,l_0,j_1
37834,l_0,j_1
37835,l_0,j_1
37836,l_0,j_1
37837,l_0,j_1
37838,l_0,j_1
37839,l_0,j_1
37840,l_0,j_1
37841,l_0,j_1
37842,l_0,j_1
37843,l_0,j_1
37844,z_0,y_1
37845,z_0,m_1
37846,z_0,m_1
37847,z_0,m_1
37848,z_0,m_1
37849,z_0,m_1
37850,z_0,m_1
37851,z_0,m_1
37852,z_0,m_1
37853,z_0,m_1
37854,z_0,y_1
37855,z_0,m_1
37856,z_0,m_1
37857,z_0,m_1
37858,z_0,m_1
37859,z_0,m_1
37860,z_0,m_1
37861,z_0,m_1
37862,z_0,m_1
37863,z_0,m_1
37864,z_0,m_1
37865,z_0,m_1
37866,z_0,m_1
37867,z_0,m_1
37868,z_0,m_1
37869,z_0,m_1
37870,z_0,m_1
37871,z_0,m_1
37872,z_0,m_1
37873,z_0,m_1
37874,z_0,m_1
37875,b_0,r_1
37876,b_0,r_1
37877,b_0,r_1
37878,b_0,r_1
37879,b_0,r_1
37880,b_0,r_1
37881,b_0,r_1
37882,b_0,r_1
37883,b_0,r_1
37884,b_0,r_1
37885,b_0,r_1
37886,b_0,r_1
37887,b_0,r_1
37888,b_0,r_1
37889,b_0,r_1
37890,b_0,r_1
37891,b_0,r_1
37892,b_0,r_1
37893,b_0,r_1
37894,b_0,r_1
37895,b_0,r_1
37896,b_0,r_1
37897,b_0,r_1
37898,b_0,r_1
37899,b_0,r_1
37900,b_0,r_1
37901,b_0,r_1
37902,b_0,r_1
37903,b_0,r_1
37904,b_0,r_1
37905,v_0,n_1
37906,v_0,n_1
37907,v_0,n_1
37908,v_0,e_1
37909,v_0,n_1
37910,v_0,n_1
37911,v_0,n_1
37912,v_0,n_1
37913,v_0,n_1
37914,v_0,e_1
37915,v_0,n_1
37916,v_0,n_1
37917,v_0,n_1
37918,v_0,n_1
37919,v_0,n_1
37920,v_0,n_1
37921,v_0,n_1
37922,v_0,n_1
37923,v_0,n_1
37924,v_0,n_1
37925,v_0,n_1
37926,v_0,n_1
37927,v_0,n_1
37928,v_0,n_1
37929,w_0,w_1
37930,w_0,w_1
37931,w_0,w_1
37932,w_0,w_1
37933,w_0,w_1
37934,w_0,w_1
37935,w_0,w_1
37936,w_0,w_1
37937,w_0,b_1
37938,w_0,w_1
37939,w_0,w_1
37940,w_0,w_1
37941,w_0,w_1
37942,w_0,w_1
37943,w_0,w_1
37944,w_0,w_1
37945,w_0,w_1
37946,w_0,w_1
37947,w_0,w_1
37948,w_0,w_1
37949,w_0,w_1
37950,w_0,w_1
37951,w_0,w_1
37952,w_0,w_1
37953,w_0,w_1
37954,w_0,w_1
37955,w_0,w_1
37956,w_0,w_1
37957,w_0,w_1
37958,w_0,b_1
37959,w_0,w_1
37960,w_0,w_1
37961,w_0,w_1
37962,i_0,d_1
37963,i_0,d_1
37964,i_0,d_1
37965,i_0,d_1
37966,i_0,d_1
37967,i_0,d_1
37968,i_0,d_1
37969,i_0,d_1
37970,i_0,d_1
37971,i_0,d_1
37972,i_0,d_1
37973,i_0,d_1
37974,i_0,d_1
37975,i_0,d_1
37976,i_0,d_1
37977,i_0,d_1
37978,i_0,d_1
37979,i_0,d_1
37980,i_0,d_1
37981,i_0,d_1
37982,i_0,d_1
37983,i_0,d_1
37984,i_0,d_1
37985,i_0,d_1
37986,i_0,d_1
37987,i_0,d_1
37988,i_0,d_1
37989,i_0,d_1
37990,i_0,d_1
37991,i_0,d_1
37992,i_0,d_1
37993,i_0,d_1
37994,i_0,d_1
37995,i_0,d_1
37996,i_0,d_1
37997,i_0,d_1
37998,i_0,d_1
37999,i_0,d_1
38000,d_0,n_1
38001,d_0,n_1
38002,d_0,n_1
38003,d_0,n_1
38004,d_0,n_1
38005,d_0,n_1
38006,d_0,n_1
38007,d_0,n_1
38008,d_0,n_1
38009,d_0,n_1
38010,d_0,n_1
38011,d_0,n_1
38012,d_0,n_1
38013,d_0,n_1
38014,d_0,n_1
38015,d_0,n_1
38016,d_0,n_1
38017,d_0,n_1
38018,d_0,i_1
38019,d_0,n_1
38020,z_0,i_1
38021,z_0,i_1
38022,z_0,i_1
38023,z_0,i_1
38024,z_0,i_1
38025,z_0,i_1
38026,z_0,i_1
38027,z_0,i_1
38028,z_0,i_1
38029,z_0,i_1
38030,z_0,i_1
38031,z_0,y_1
38032,z_0,i_1
38033,z_0,i_1
38034,z_0,i_1
38035,z_0,i_1
38036,z_0,i_1
38037,z_0,i_1
38038,z_0,i_1
38039,z_0,i_1
38040,z_0,i_1
38041,z_0,i_1
38042,z_0,i_1
38043,z_0,i_1
38044,z_0,i_1
38045,z_0,i_1
38046,z_0,i_1
38047,z_0,i_1
38048,z_0,i_1
38049,z_0,y_1
38050,z_0,i_1
38051,z_0,i_1
38052,z_0,i_1
38053,z_0,i_1
38054,z_0,i_1
38055,z_0,i_1
38056,b_0,x_1
38057,b_0,r_1
38058,b_0,r_1
38059,b_0,x_1
38060,b_0,x_1
38061,b_0,x_1
38062,b_0,x_1
38063,b_0,x_1
38064,b_0,x_1
38065,b_0,x_1
38066,b_0,x_1
38067,b_0,x_1
38068,b_0,x_1
38069,b_0,x_1
38070,b_0,x_1
38071,b_0,x_1
38072,b_0,x_1
38073,b_0,x_1
38074,b_0,x_1
38075,b_0,x_1
38076,b_0,x_1
38077,b_0,x_1
38078,b_0,x_1
38079,d_0,y_1
38080,d_0,y_1
38081,d_0,y_1
38082,d_0,y_1
38083,d_0,y_1
38084,d_0,y_1
38085,d_0,i_1
38086,d_0,y_1
38087,d_0,y_1
38088,d_0,y_1
38089,d_0,y_1
38090,d_0,y_1
38091,d_0,y_1
38092,d_0,y_1
38093,d_0,i_1
38094,d_0,y_1
38095,d_0,y_1
38096,d_0,y_1
38097,d_0,y_1
38098,d_0,y_1
38099,d_0,y_1
38100,d_0,y_1
38101,d_0,y_1
38102,d_0,y_1
38103,d_0,y_1
38104,d_0,y_1
38105,d_0,y_1
38106,d_0,y_1
38107,d_0,y_1
38108,d_0,y_1
38109,d_0,y_1
38110,d_0,y_1
38111,d_0,y_1
38112,m_0,v_1
38113,m_0,o_1
38114,m_0,o_1
38115,m_0,o_1
38116,m_0,o_1
38117,m_0,o_1
38118,m_0,o_1
38119,m_0,o_1
38120,m_0,o_1
38121,m_0,v_1
38122,m_0,o_1
38123,m_0,o_1
38124,m_0,o_1
38125,m_0,v_1
38126,m_0,o_1
38127,m_0,o_1
38128,m_0,o_1
38129,m_0,o_1
38130,m_0,o_1
38131,m_0,o_1
38132,m_0,o_1
38133,m_0,o_1
38134,m_0,o_1
38135,m_0,o_1
38136,m_0,o_1
38137,m_0,o_1
38138,m_0,o_1
38139,m_0,o_1
38140,m_0,o_1
38141,w_0,w_1
38142,w_0,b_1
38143,w_0,w_1
38144,w_0,w_1
38145,w_0,w_1
38146,w_0,w_1
38147,w_0,w_1
38148,w_0,w_1
38149,w_0,w_1
38150,w_0,w_1
38151,w_0,w_1
38152,w_0,w_1
38153,w_0,w_1
38154,w_0,w_1
38155,w_0,w_1
38156,w_0,w_1
38157,w_0,w_1
38158,w_0,w_1
38159,w_0,w_1
38160,w_0,w_1
38161,w_0,w_1
38162,w_0,w_1
38163,w_0,w_1
38164,w_0,w_1
38165,w_0,w_1
38166,w_0,w_1
38167,w_0,b_1
38168,w_0,w_1
38169,w_0,w_1
38170,w_0,w_1
38171,w_0,b_1
38172,w_0,w_1
38173,w_0,w_1
38174,w_0,w_1
38175,n_0,p_1
38176,n_0,p_1
38177,n_0,p_1
38178,n_0,p_1
38179,n_0,p_1
38180,n_0,p_1
38181,n_0,p_1
38182,n_0,p_1
38183,n_0,p_1
38184,n_0,p_1
38185,n_0,p_1
38186,n_0,p_1
38187,n_0,p_1
38188,n_0,p_1
38189,n_0,p_1
38190,n_0,p_1
38191,n_0,p_1
38192,n_0,p_1
38193,n_0,p_1
38194,n_0,p_1
38195,n_0,p_1
38196,n_0,p_1
38197,n_0,p_1
38198,n_0,p_1
38199,n_0,p_1
38200,n_0,p_1
38201,n_0,p_1
38202,n_0,p_1
38203,n_0,p_1
38204,n_0,p_1
38205,n_0,p_1
38206,n_0,p_1
38207,n_0,p_1
38208,n_0,p_1
38209,n_0,p_1
38210,n_0,p_1
38211,x_0,a_1
38212,x_0,a_1
38213,x_0,a_1
38214,x_0,a_1
38215,x_0,a_1
38216,x_0,a_1
38217,x_0,a_1
38218,x_0,s_1
38219,x_0,a_1
38220,x_0,a_1
38221,x_0,a_1
38222,x_0,a_1
38223,x_0,a_1
38224,x_0,a_1
38225,x_0,a_1
38226,x_0,a_1
38227,x_0,a_1
38228,x_0,a_1
38229,x_0,a_1
38230,x_0,a_1
38231,x_0,a_1
38232,g_0,i_1
38233,g_0,j_1
38234,g_0,i_1
38235,g_0,i_1
38236,g_0,i_1
38237,g_0,i_1
38238,g_0,i_1
38239,g_0,i_1
38240,g_0,i_1
38241,g_0,i_1
38242,g_0,i_1
38243,g_0,i_1
38244,g_0,i_1
38245,g_0,i_1
38246,g_0,i_1
38247,g_0,i_1
38248,g_0,i_1
38249,g_0,i_1
38250,g_0,i_1
38251,g_0,i_1
38252,g_0,i_1
38253,g_0,i_1
38254,g_0,i_1
38255,g_0,i_1
38256,g_0,i_1
38257,g_0,i_1
38258,g_0,i_1
38259,g_0,i_1
38260,g_0,i_1
38261,g_0,i_1
38262,g_0,i_1
38263,g_0,i_1
38264,g_0,i_1
38265,x_0,c_1
38266,x_0,c_1
38267,x_0,c_1
38268,x_0,c_1
38269,x_0,c_1
38270,x_0,c_1
38271,x_0,c_1
38272,x_0,c_1
38273,x_0,c_1
38274,x_0,c_1
38275,x_0,c_1
38276,x_0,c_1
38277,x_0,s_1
38278,x_0,c_1
38279,x_0,c_1
38280,x_0,c_1
38281,x_0,c_1
38282,x_0,s_1
38283,x_0,c_1
38284,x_0,c_1
38285,x_0,c_1
38286,x_0,c_1
38287,x_0,c_1
38288,x_0,c_1
38289,x_0,c_1
38290,x_0,c_1
38291,x_0,c_1
38292,x_0,c_1
38293,x_0,c_1
38294,x_0,c_1
38295,x_0,c_1
38296,x_0,c_1
38297,x_0,c_1
38298,x_0,c_1
38299,x_0,c_1
38300,x_0,s_1
38301,x_0,c_1
38302,x_0,c_1
38303,x_0,c_1
38304,x_0,c_1
38305,y_0,s_1
38306,y_0,s_1
38307,y_0,s_1
38308,y_0,s_1
38309,y_0,k_1
38310,y_0,s_1
38311,y_0,s_1
38312,y_0,s_1
38313,y_0,s_1
38314,y_0,s_1
38315,y_0,s_1
38316,y_0,s_1
38317,y_0,s_1
38318,y_0,s_1
38319,y_0,s_1
38320,y_0,s_1
38321,y_0,s_1
38322,y_0,s_1
38323,y_0,s_1
38324,y_0,s_1
38325,y_0,s_1
38326,y_0,s_1
38327,y_0,s_1
38328,y_0,s_1
38329,y_0,s_1
38330,y_0,s_1
38331,y_0,s_1
38332,y_0,s_1
38333,b_0,a_1
38334,b_0,a_1
38335,b_0,a_1
38336,b_0,a_1
38337,b_0,a_1
38338,b_0,r_1
38339,b_0,a_1
38340,b_0,a_1
38341,b_0,a_1
38342,b_0,a_1
38343,b_0,a_1
38344,b_0,a_1
38345,b_0,a_1
38346,b_0,a_1
38347,b_0,a_1
38348,b_0,a_1
38349,b_0,a_1
38350,b_0,a_1
38351,b_0,a_1
38352,b_0,a_1
38353,b_0,a_1
38354,b_0,a_1
38355,b_0,a_1
38356,b_0,a_1
38357,b_0,a_1
38358,b_0,a_1
38359,b_0,a_1
38360,b_0,a_1
38361,b_0,a_1
38362,b_0,a_1
38363,b_0,a_1
38364,b_0,a_1
38365,f_0,h_1
38366,f_0,f_1
38367,f_0,f_1
38368,f_0,f_1
38369,f_0,f_1
38370,f_0,f_1
38371,f_0,f_1
38372,f_0,f_1
38373,f_0,f_1
38374,f_0,f_1
38375,f_0,f_1
38376,f_0,f_1
38377,f_0,f_1
38378,f_0,f_1
38379,f_0,f_1
38380,f_0,f_1
38381,f_0,f_1
38382,f_0,f_1
38383,f_0,f_1
38384,f_0,f_1
38385,f_0,f_1
38386,f_0,f_1
38387,f_0,f_1
38388,f_0,h_1
38389,f_0,f_1
38390,f_0,f_1
38391,f_0,f_1
38392,f_0,f_1
38393,f_0,f_1
38394,f_0,f_1
38395,f_0,f_1
38396,w_0,f_1
38397,w_0,f_1
38398,w_0,f_1
38399,w_0,f_1
38400,w_0,f_1
38401,w_0,f_1
38402,w_0,b_1
38403,w_0,f_1
38404,w_0,f_1
38405,w_0,f_1
38406,w_0,f_1
38407,w_0,f_1
38408,w_0,f_1
38409,w_0,f_1
38410,w_0,f_1
38411,w_0,f_1
38412,w_0,f_1
38413,w_0,f_1
38414,w_0,b_1
38415,w_0,f_1
38416,w_0,f_1
38417,w_0,f_1
38418,w_0,f_1
38419,w_0,f_1
38420,w_0,f_1
38421,w_0,f_1
38422,v_0,m_1
38423,v_0,m_1
38424,v_0,m_1
38425,v_0,m_1
38426,v_0,m_1
38427,v_0,m_1
38428,v_0,e_1
38429,v_0,m_1
38430,v_0,m_1
38431,v_0,m_1
38432,v_0,e_1
38433,v_0,m_1
38434,v_0,m_1
38435,v_0,m_1
38436,v_0,m_1
38437,v_0,m_1
38438,v_0,m_1
38439,v_0,m_1
38440,v_0,m_1
38441,v_0,m_1
38442,v_0,m_1
38443,v_0,m_1
38444,v_0,e_1
38445,v_0,m_1
38446,v_0,m_1
38447,v_0,m_1
38448,v_0,m_1
38449,v_0,m_1
38450,v_0,m_1
38451,a_0,j_1
38452,a_0,j_1
38453,a_0,j_1
38454,a_0,j_1
38455,a_0,j_1
38456,a_0,j_1
38457,a_0,j_1
38458,a_0,j_1
38459,a_0,j_1
38460,a_0,j_1
38461,a_0,j_1
38462,a_0,j_1
38463,a_0,j_1
38464,a_0,j_1
38465,a_0,j_1
38466,a_0,j_1
38467,a_0,m_1
38468,a_0,j_1
38469,a_0,j_1
38470,a_0,j_1
38471,a_0,j_1
38472,p_0,b_1
38473,p_0,b_1
38474,p_0,b_1
38475,p_0,b_1
38476,p_0,b_1
38477,p_0,n_1
38478,p_0,b_1
38479,p_0,b_1
38480,p_0,b_1
38481,p_0,b_1
38482,p_0,n_1
38483,p_0,b_1
38484,p_0,b_1
38485,p_0,b_1
38486,p_0,b_1
38487,p_0,b_1
38488,p_0,b_1
38489,p_0,b_1
38490,p_0,b_1
38491,p_0,b_1
38492,p_0,b_1
38493,p_0,b_1
38494,p_0,b_1
38495,p_0,b_1
38496,p_0,b_1
38497,p_0,b_1
38498,p_0,b_1
38499,p_0,b_1
38500,p_0,b_1
38501,p_0,b_1
38502,p_0,b_1
38503,p_0,b_1
38504,p_0,b_1
38505,t_0,a_1
38506,t_0,a_1
38507,t_0,a_1
38508,t_0,a_1
38509,t_0,a_1
38510,t_0,a_1
38511,t_0,a_1
38512,t_0,a_1
38513,t_0,a_1
38514,t_0,a_1
38515,t_0,a_1
38516,t_0,a_1
38517,t_0,a_1
38518,t_0,a_1
38519,t_0,a_1
38520,t_0,a_1
38521,t_0,a_1
38522,t_0,a_1
38523,t_0,a_1
38524,t_0,a_1
38525,t_0,a_1
38526,t_0,x_1
38527,r_0,v_1
38528,r_0,v_1
38529,r_0,v_1
38530,r_0,v_1
38531,r_0,v_1
38532,r_0,v_1
38533,r_0,v_1
38534,r_0,v_1
38535,r_0,v_1
38536,r_0,v_1
38537,r_0,v_1
38538,r_0,v_1
38539,r_0,t_1
38540,r_0,v_1
38541,r_0,v_1
38542,r_0,v_1
38543,r_0,t_1
38544,r_0,v_1
38545,r_0,v_1
38546,r_0,t_1
38547,r_0,v_1
38548,r_0,v_1
38549,r_0,v_1
38550,r_0,v_1
38551,r_0,v_1
38552,r_0,v_1
38553,r_0,v_1
38554,r_0,v_1
38555,r_0,v_1
38556,r_0,v_1
38557,r_0,v_1
38558,r_0,v_1
38559,r_0,v_1
38560,r_0,v_1
38561,r_0,v_1
38562,r_0,v_1
38563,r_0,v_1
38564,r_0,v_1
38565,r_0,v_1
38566,r_0,v_1
38567,p_0,g_1
38568,p_0,g_1
38569,p_0,g_1
38570,p_0,g_1
38571,p_0,g_1
38572,p_0,g_1
38573,p_0,g_1
38574,p_0,g_1
38575,p_0,g_1
38576,p_0,g_1
38577,p_0,g_1
38578,p_0,n_1
38579,p_0,g_1
38580,p_0,g_1
38581,p_0,g_1
38582,p_0,g_1
38583,p_0,g_1
38584,p_0,n_1
38585,p_0,g_1
38586,p_0,g_1
38587,t_0,b_1
38588,t_0,b_1
38589,t_0,b_1
38590,t_0,b_1
38591,t_0,b_1
38592,t_0,b_1
38593,t_0,b_1
38594,t_0,b_1
38595,t_0,b_1
38596,t_0,b_1
38597,t_0,b_1
38598,t_0,b_1
38599,t_0,x_1
38600,t_0,b_1
38601,t_0,b_1
38602,t_0,x_1
38603,t_0,b_1
38604,t_0,b_1
38605,t_0,b_1
38606,t_0,b_1
38607,t_0,b_1
38608,t_0,b_1
38609,t_0,x_1
38610,t_0,b_1
38611,t_0,b_1
38612,t_0,b_1
38613,z_0,e_1
38614,z_0,e_1
38615,z_0,e_1
38616,z_0,e_1
38617,z_0,e_1
38618,z_0,e_1
38619,z_0,e_1
38620,z_0,e_1
38621,z_0,e_1
38622,z_0,e_1
38623,z_0,e_1
38624,z_0,e_1
38625,z_0,e_1
38626,z_0,e_1
38627,z_0,e_1
38628,z_0,e_1
38629,z_0,e_1
38630,z_0,e_1
38631,z_0,e_1
38632,z_0,e_1
38633,z_0,e_1
38634,z_0,e_1
38635,z_0,e_1
38636,z_0,e_1
38637,z_0,e_1
38638,z_0,e_1
38639,z_0,e_1
38640,z_0,e_1
38641,z_0,e_1
38642,z_0,y_1
38643,z_0,e_1
38644,z_0,e_1
38645,z_0,e_1
38646,z_0,e_1
38647,z_0,e_1
38648,z_0,e_1
38649,z_0,e_1
38650,j_0,q_1
38651,j_0,q_1
38652,j_0,q_1
38653,j_0,q_1
38654,j_0,q_1
38655,j_0,q_1
38656,j_0,g_1
38657,j_0,q_1
38658,j_0,g_1
38659,j_0,q_1
38660,j_0,q_1
38661,j_0,q_1
38662,j_0,q_1
38663,j_0,q_1
38664,j_0,q_1
38665,j_0,q_1
38666,j_0,q_1
38667,j_0,q_1
38668,j_0,q_1
38669,j_0,q_1
38670,j_0,q_1
38671,v_0,o_1
38672,v_0,o_1
38673,v_0,o_1
38674,v_0,o_1
38675,v_0,o_1
38676,v_0,o_1
38677,v_0,e_1
38678,v_0,o_1
38679,v_0,o_1
38680,v_0,o_1
38681,v_0,o_1
38682,v_0,o_1
38683,v_0,o_1
38684,v_0,o_1
38685,v_0,o_1
38686,v_0,o_1
38687,v_0,o_1
38688,v_0,o_1
38689,v_0,o_1
38690,v_0,o_1
38691,v_0,o_1
38692,v_0,o_1
38693,v_0,o_1
38694,v_0,o_1
38695,v_0,e_1
38696,v_0,o_1
38697,v_0,o_1
38698,v_0,o_1
38699,v_0,o_1
38700,v_0,o_1
38701,v_0,o_1
38702,v_0,o_1
38703,v_0,e_1
38704,v_0,o_1
38705,v_0,o_1
38706,v_0,e_1
38707,o_0,p_1
38708,o_0,p_1
38709,o_0,p_1
38710,o_0,p_1
38711,o_0,p_1
38712,o_0,p_1
38713,o_0,c_1
38714,o_0,p_1
38715,o_0,p_1
38716,o_0,p_1
38717,o_0,p_1
38718,o_0,p_1
38719,o_0,p_1
38720,o_0,p_1
38721,o_0,p_1
38722,o_0,p_1
38723,o_0,p_1
38724,o_0,p_1
38725,o_0,p_1
38726,o_0,p_1
38727,o_0,p_1
38728,o_0,p_1
38729,o_0,p_1
38730,o_0,p_1
38731,o_0,p_1
